x y z value
-0.8 0.9 -0.9 -0.800995
-0.8 0.9 -0.8 -0.832935
-0.8 0.9 -0.7 -0.864536
-0.8 0.9 -0.6 -0.895045
-0.8 0.9 -0.5 -0.923548
-0.8 0.9 -0.4 -0.949011
-0.8 0.9 -0.3 -0.970339
-0.8 0.9 -0.2 -0.986486
-0.8 0.9 -0.1 -0.996569
-0.8 0.9 1.77636e-15 1
-0.8 0.9 0.1 0.996569
-0.8 0.9 0.2 0.986486
-0.8 0.9 0.3 0.970339
-0.8 0.9 0.4 0.949011
-0.8 0.9 0.5 0.923548
-0.8 0.9 0.6 0.895045
-0.8 0.9 0.7 0.864536
-0.8 0.9 0.8 0.832935
-0.8 0.9 0.9 0.800995
-0.8 0.9 1 0.769309
-0.8 0.9 1.1 0.738318
-0.8 0.9 1.2 0.708329
-0.8 0.9 1.3 0.679546
-0.8 0.9 1.4 0.652089
-0.8 0.9 1.5 0.626013
-0.8 0.9 1.6 0.601329
-0.8 0.9 1.7 0.578015
-0.8 0.9 1.8 0.556029
-0.8 0.9 1.9 0.535314
-0.8 1 -2 -0.53924
-0.8 1 -1.9 -0.558911
-0.8 1 -1.8 -0.579712
-0.8 1 -1.7 -0.60169
-0.8 1 -1.6 -0.624881
-0.8 1 -1.5 -0.649303
-0.8 1 -1.4 -0.674949
-0.8 1 -1.3 -0.701778
-0.8 1 -1.2 -0.729704
-0.8 1 -1.1 -0.758577
-0.8 1 -1 -0.78817
-0.8 1 -0.9 -0.818161
-0.8 1 -0.8 -0.848115
-0.8 1 -0.7 -0.87747
-0.8 1 -0.6 -0.905539
-0.8 1 -0.5 -0.931518
-0.8 1 -0.4 -0.954521
-0.8 1 -0.3 -0.973641
-0.8 1 -0.2 -0.988024
-0.8 1 -0.1 -0.996965
-0.8 1 1.77636e-15 1
-0.8 1 0.1 0.996965
-0.8 1 0.2 0.988024
-0.8 1 0.3 0.973641
-0.8 1 0.4 0.954521
-0.8 1 0.5 0.931518
-0.8 1 0.6 0.905539
-0.8 1 0.7 0.87747
-0.8 1 0.8 0.848115
-0.8 1 0.9 0.818161
-0.8 1 1 0.78817
-0.8 1 1.1 0.758577
-0.8 1 1.2 0.729704
-0.8 1 1.3 0.701778
-0.8 1 1.4 0.674949
-0.8 1 1.5 0.649303
-0.8 1 1.6 0.624881
-0.8 1 1.7 0.60169
-0.8 1 1.8 0.579712
-0.8 1 1.9 0.558911
-0.8 1.1 -2 -0.562352
-0.8 1.1 -1.9 -0.582089
-0.8 1.1 -1.8 -0.602875
-0.8 1.1 -1.7 -0.624736
-0.8 1.1 -1.6 -0.647689
-0.8 1.1 -1.5 -0.671729
-0.8 1.1 -1.4 -0.696824
-0.8 1.1 -1.3 -0.72291
-0.8 1.1 -1.2 -0.749873
-0.8 1.1 -1.1 -0.777544
-0.8 1.1 -1 -0.805682
-0.8 1.1 -0.9 -0.83396
-0.8 1.1 -0.8 -0.861958
-0.8 1.1 -0.7 -0.889156
-0.8 1.1 -0.6 -0.914934
-0.8 1.1 -0.5 -0.938591
-0.8 1.1 -0.4 -0.959374
-0.8 1.1 -0.3 -0.976529
-0.8 1.1 -0.2 -0.989361
-0.8 1.1 -0.1 -0.997308
-0.8 1.1 1.77636e-15 1
-0.8 1.1 0.1 0.997308
-0.8 1.1 0.2 0.989361
-0.8 1.1 0.3 0.976529
-0.8 1.1 0.4 0.959374
-0.8 1.1 0.5 0.938591
-0.8 1.1 0.6 0.914934
-0.8 1.1 0.7 0.889156
-0.8 1.1 0.8 0.861958
-0.8 1.1 0.9 0.83396
-0.8 1.1 1 0.805682
-0.8 1.1 1.1 0.777544
-0.8 1.1 1.2 0.749873
-0.8 1.1 1.3 0.72291
-0.8 1.1 1.4 0.696824
-0.8 1.1 1.5 0.671729
-0.8 1.1 1.6 0.647689
-0.8 1.1 1.7 0.624736
-0.8 1.1 1.8 0.602875
-0.8 1.1 1.9 0.582089
-0.8 1.2 -2 -0.584898
-0.8 1.2 -1.9 -0.60461
-0.8 1.2 -1.8 -0.625282
-0.8 1.2 -1.7 -0.646924
-0.8 1.2 -1.6 -0.669534
-0.8 1.2 -1.5 -0.693087
-0.8 1.2 -1.4 -0.717532
-0.8 1.2 -1.3 -0.742781
-0.8 1.2 -1.2 -0.768706
-0.8 1.2 -1.1 -0.795122
-0.8 1.2 -1 -0.821781
-0.8 1.2 -0.9 -0.848365
-0.8 1.2 -0.8 -0.874475
-0.8 1.2 -0.7 -0.899632
-0.8 1.2 -0.6 -0.923287
-0.8 1.2 -0.5 -0.94483
-0.8 1.2 -0.4 -0.963624
-0.8 1.2 -0.3 -0.979043
-0.8 1.2 -0.2 -0.990521
-0.8 1.2 -0.1 -0.997605
-0.8 1.2 1.77636e-15 1
-0.8 1.2 0.1 0.997605
-0.8 1.2 0.2 0.990521
-0.8 1.2 0.3 0.979043
-0.8 1.2 0.4 0.963624
-0.8 1.2 0.5 0.94483
-0.8 1.2 0.6 0.923287
-0.8 1.2 0.7 0.899632
-0.8 1.2 0.8 0.874475
-0.8 1.2 0.9 0.848365
-0.8 1.2 1 0.821781
-0.8 1.2 1.1 0.795122
-0.8 1.2 1.2 0.768706
-0.8 1.2 1.3 0.742781
-0.8 1.2 1.4 0.717532
-0.8 1.2 1.5 0.693087
-0.8 1.2 1.6 0.669534
-0.8 1.2 1.7 0.646924
-0.8 1.2 1.8 0.625282
-0.8 1.2 1.9 0.60461
-0.8 1.3 -2 -0.606703
-0.8 1.3 -1.9 -0.626303
-0.8 1.3 -1.8 -0.646771
-0.8 1.3 -1.7 -0.668102
-0.8 1.3 -1.6 -0.690277
-0.8 1.3 -1.5 -0.713256
-0.8 1.3 -1.4 -0.736969
-0.8 1.3 -1.3 -0.761316
-0.8 1.3 -1.2 -0.786153
-0.8 1.3 -1.1 -0.81129
-0.8 1.3 -1 -0.836481
-0.8 1.3 -0.9 -0.861416
-0.8 1.3 -0.8 -0.885727
-0.8 1.3 -0.7 -0.908978
-0.8 1.3 -0.6 -0.930683
-0.8 1.3 -0.5 -0.950316
-0.8 1.3 -0.4 -0.967338
-0.8 1.3 -0.3 -0.981229
-0.8 1.3 -0.2 -0.991525
-0.8 1.3 -0.1 -0.997861
-0.8 1.3 1.77636e-15 1
-0.8 1.3 0.1 0.997861
-0.8 1.3 0.2 0.991525
-0.8 1.3 0.3 0.981229
-0.8 1.3 0.4 0.967338
-0.8 1.3 0.5 0.950316
-0.8 1.3 0.6 0.930683
-0.8 1.3 0.7 0.908978
-0.8 1.3 0.8 0.885727
-0.8 1.3 0.9 0.861416
-0.8 1.3 1 0.836481
-0.8 1.3 1.1 0.81129
-0.8 1.3 1.2 0.786153
-0.8 1.3 1.3 0.761316
-0.8 1.3 1.4 0.736969
-0.8 1.3 1.5 0.713256
-0.8 1.3 1.6 0.690277
-0.8 1.3 1.7 0.668102
-0.8 1.3 1.8 0.646771
-0.8 1.3 1.9 0.626303
-0.8 1.4 -2 -0.627646
-0.8 1.4 -1.9 -0.647055
-0.8 1.4 -1.8 -0.667237
-0.8 1.4 -1.7 -0.688178
-0.8 1.4 -1.6 -0.709842
-0.8 1.4 -1.5 -0.732177
-0.8 1.4 -1.4 -0.7551
-0.8 1.4 -1.3 -0.778499
-0.8 1.4 -1.2 -0.802225
-0.8 1.4 -1.1 -0.826084
-0.8 1.4 -1 -0.849837
-0.8 1.4 -0.9 -0.873191
-0.8 1.4 -0.8 -0.895806
-0.8 1.4 -0.7 -0.917292
-0.8 1.4 -0.6 -0.937218
-0.8 1.4 -0.5 -0.955134
-0.8 1.4 -0.4 -0.970582
-0.8 1.4 -0.3 -0.983129
-0.8 1.4 -0.2 -0.992395
-0.8 1.4 -0.1 -0.998082
-0.8 1.4 1.77636e-15 1
-0.8 1.4 0.1 0.998082
-0.8 1.4 0.2 0.992395
-0.8 1.4 0.3 0.983129
-0.8 1.4 0.4 0.970582
-0.8 1.4 0.5 0.955134
-0.8 1.4 0.6 0.937218
-0.8 1.4 0.7 0.917292
-0.8 1.4 0.8 0.895806
-0.8 1.4 0.9 0.873191
-0.8 1.4 1 0.849837
-0.8 1.4 1.1 0.826084
-0.8 1.4 1.2 0.802225
-0.8 1.4 1.3 0.778499
-0.8 1.4 1.4 0.7551
-0.8 1.4 1.5 0.732177
-0.8 1.4 1.6 0.709842
-0.8 1.4 1.7 0.688178
-0.8 1.4 1.8 0.667237
-0.8 1.4 1.9 0.647055
-0.8 1.5 -2 -0.647648
-0.8 1.5 -1.9 -0.666795
-0.8 1.5 -1.8 -0.686624
-0.8 1.5 -1.7 -0.707107
-0.8 1.5 -1.6 -0.7282
-0.8 1.5 -1.5 -0.749838
-0.8 1.5 -1.4 -0.77193
-0.8 1.5 -1.3 -0.794358
-0.8 1.5 -1.2 -0.816968
-0.8 1.5 -1.1 -0.83957
-0.8 1.5 -1 -0.861934
-0.8 1.5 -0.9 -0.883788
-0.8 1.5 -0.8 -0.904819
-0.8 1.5 -0.7 -0.924678
-0.8 1.5 -0.6 -0.94299
-0.8 1.5 -0.5 -0.959366
-0.8 1.5 -0.4 -0.973417
-0.8 1.5 -0.3 -0.984784
-0.8 1.5 -0.2 -0.993151
-0.8 1.5 -0.1 -0.998274
-0.8 1.5 1.77636e-15 1
-0.8 1.5 0.1 0.998274
-0.8 1.5 0.2 0.993151
-0.8 1.5 0.3 0.984784
-0.8 1.5 0.4 0.973417
-0.8 1.5 0.5 0.959366
-0.8 1.5 0.6 0.94299
-0.8 1.5 0.7 0.924678
-0.8 1.5 0.8 0.904819
-0.8 1.5 0.9 0.883788
-0.8 1.5 1 0.861934
-0.8 1.5 1.1 0.83957
-0.8 1.5 1.2 0.816968
-0.8 1.5 1.3 0.794358
-0.8 1.5 1.4 0.77193
-0.8 1.5 1.5 0.749838
-0.8 1.5 1.6 0.7282
-0.8 1.5 1.7 0.707107
-0.8 1.5 1.8 0.686624
-0.8 1.5 1.9 0.666795
-0.8 1.6 -2 -0.666667
-0.8 1.6 -1.9 -0.68549
-0.8 1.6 -1.8 -0.704907
-0.8 1.6 -1.7 -0.72488
-0.8 1.6 -1.6 -0.745356
-0.8 1.6 -1.5 -0.766261
-0.8 1.6 -1.4 -0.787499
-0.8 1.6 -1.3 -0.808948
-0.8 1.6 -1.2 -0.830455
-0.8 1.6 -1.1 -0.851835
-0.8 1.6 -1 -0.872872
-0.8 1.6 -0.9 -0.893311
-0.8 1.6 -0.8 -0.912871
-0.8 1.6 -0.7 -0.93124
-0.8 1.6 -0.6 -0.948091
-0.8 1.6 -0.5 -0.963087
-0.8 1.6 -0.4 -0.9759
-0.8 1.6 -0.3 -0.986227
-0.8 1.6 -0.2 -0.993808
-0.8 1.6 -0.1 -0.998441
-0.8 1.6 1.77636e-15 1
-0.8 1.6 0.1 0.998441
-0.8 1.6 0.2 0.993808
-0.8 1.6 0.3 0.986227
-0.8 1.6 0.4 0.9759
-0.8 1.6 0.5 0.963087
-0.8 1.6 0.6 0.948091
-0.8 1.6 0.7 0.93124
-0.8 1.6 0.8 0.912871
-0.8 1.6 0.9 0.893311
-0.8 1.6 1 0.872872
-0.8 1.6 1.1 0.851835
-0.8 1.6 1.2 0.830455
-0.8 1.6 1.3 0.808948
-0.8 1.6 1.4 0.787499
-0.8 1.6 1.5 0.766261
-0.8 1.6 1.6 0.745356
-0.8 1.6 1.7 0.72488
-0.8 1.6 1.8 0.704907
-0.8 1.6 1.9 0.68549
-0.8 1.7 -2 -0.684684
-0.8 1.7 -1.9 -0.703134
-0.8 1.7 -1.8 -0.722093
-0.8 1.7 -1.7 -0.741515
-0.8 1.7 -1.6 -0.76134
-0.8 1.7 -1.5 -0.78149
-0.8 1.7 -1.4 -0.801865
-0.8 1.7 -1.3 -0.822341
-0.8 1.7 -1.2 -0.84277
-0.8 1.7 -1.1 -0.862975
-0.8 1.7 -1 -0.882751
-0.8 1.7 -0.9 -0.901867
-0.8 1.7 -0.8 -0.920067
-0.8 1.7 -0.7 -0.937075
-0.8 1.7 -0.6 -0.952604
-0.8 1.7 -0.5 -0.966366
-0.8 1.7 -0.4 -0.97808
-0.8 1.7 -0.3 -0.987491
-0.8 1.7 -0.2 -0.994382
-0.8 1.7 -0.1 -0.998587
-0.8 1.7 1.77636e-15 1
-0.8 1.7 0.1 0.998587
-0.8 1.7 0.2 0.994382
-0.8 1.7 0.3 0.987491
-0.8 1.7 0.4 0.97808
-0.8 1.7 0.5 0.966366
-0.8 1.7 0.6 0.952604
-0.8 1.7 0.7 0.937075
-0.8 1.7 0.8 0.920067
-0.8 1.7 0.9 0.901867
-0.8 1.7 1 0.882751
-0.8 1.7 1.1 0.862975
-0.8 1.7 1.2 0.84277
-0.8 1.7 1.3 0.822341
-0.8 1.7 1.4 0.801865
-0.8 1.7 1.5 0.78149
-0.8 1.7 1.6 0.76134
-0.8 1.7 1.7 0.741515
-0.8 1.7 1.8 0.722093
-0.8 1.7 1.9 0.703134
-0.8 1.8 -2 -0.701702
-0.8 1.8 -1.9 -0.719739
-0.8 1.8 -1.8 -0.738203
-0.8 1.8 -1.7 -0.757045
-0.8 1.8 -1.6 -0.776199
-0.8 1.8 -1.5 -0.795583
-0.8 1.8 -1.4 -0.815097
-0.8 1.8 -1.3 -0.834619
-0.8 1.8 -1.2 -0.854004
-0.8 1.8 -1.1 -0.873086
-0.8 1.8 -1 -0.891674
-0.8 1.8 -0.9 -0.909556
-0.8 1.8 -0.8 -0.926503
-0.8 1.8 -0.7 -0.94227
-0.8 1.8 -0.6 -0.956606
-0.8 1.8 -0.5 -0.969261
-0.8 1.8 -0.4 -0.979998
-0.8 1.8 -0.3 -0.9886
-0.8 1.8 -0.2 -0.994885
-0.8 1.8 -0.1 -0.998714
-0.8 1.8 1.77636e-15 1
-0.8 1.8 0.1 0.998714
-0.8 1.8 0.2 0.994885
-0.8 1.8 0.3 0.9886
-0.8 1.8 0.4 0.979998
-0.8 1.8 0.5 0.969261
-0.8 1.8 0.6 0.956606
-0.8 1.8 0.7 0.94227
-0.8 1.8 0.8 0.926503
-0.8 1.8 0.9 0.909556
-0.8 1.8 1 0.891674
-0.8 1.8 1.1 0.873086
-0.8 1.8 1.2 0.854004
-0.8 1.8 1.3 0.834619
-0.8 1.8 1.4 0.815097
-0.8 1.8 1.5 0.795583
-0.8 1.8 1.6 0.776199
-0.8 1.8 1.7 0.757045
-0.8 1.8 1.8 0.738203
-0.8 1.8 1.9 0.719739
-0.8 1.9 -2 -0.717741
-0.8 1.9 -1.9 -0.735332
-0.8 1.9 -1.8 -0.753275
-0.8 1.9 -1.7 -0.771517
-0.8 1.9 -1.6 -0.789989
-0.8 1.9 -1.5 -0.808608
-0.8 1.9 -1.4 -0.827273
-0.8 1.9 -1.3 -0.845865
-0.8 1.9 -1.2 -0.864248
-0.8 1.9 -1.1 -0.882263
-0.8 1.9 -1 -0.899735
-0.8 1.9 -0.9 -0.916472
-0.8 1.9 -0.8 -0.932266
-0.8 1.9 -0.7 -0.946903
-0.8 1.9 -0.6 -0.960161
-0.8 1.9 -0.5 -0.971825
-0.8 1.9 -0.4 -0.981692
-0.8 1.9 -0.3 -0.989577
-0.8 1.9 -0.2 -0.995327
-0.8 1.9 -0.1 -0.998826
-0.8 1.9 1.77636e-15 1
-0.8 1.9 0.1 0.998826
-0.8 1.9 0.2 0.995327
-0.8 1.9 0.3 0.989577
-0.8 1.9 0.4 0.981692
-0.8 1.9 0.5 0.971825
-0.8 1.9 0.6 0.960161
-0.8 1.9 0.7 0.946903
-0.8 1.9 0.8 0.932266
-0.8 1.9 0.9 0.916472
-0.8 1.9 1 0.899735
-0.8 1.9 1.1 0.882263
-0.8 1.9 1.2 0.864248
-0.8 1.9 1.3 0.845865
-0.8 1.9 1.4 0.827273
-0.8 1.9 1.5 0.808608
-0.8 1.9 1.6 0.789989
-0.8 1.9 1.7 0.771517
-0.8 1.9 1.8 0.753275
-0.8 1.9 1.9 0.735332
-0.7 -2 -2 -0.727226
-0.7 -2 -1.9 -0.744527
-0.7 -2 -1.8 -0.762138
-0.7 -2 -1.7 -0.780001
-0.7 -2 -1.6 -0.798047
-0.7 -2 -1.5 -0.816194
-0.7 -2 -1.4 -0.83434
-0.7 -2 -1.3 -0.852372
-0.7 -2 -1.2 -0.870153
-0.7 -2 -1.1 -0.887536
-0.7 -2 -1 -0.904351
-0.7 -2 -0.9 -0.920418
-0.7 -2 -0.8 -0.935545
-0.7 -2 -0.7 -0.94953
-0.7 -2 -0.6 -0.962171
-0.7 -2 -0.5 -0.973271
-0.7 -2 -0.4 -0.982645
-0.7 -2 -0.3 -0.990126
-0.7 -2 -0.2 -0.995575
-0.7 -2 -0.1 -0.998888
-0.7 -2 1.77636e-15 1
-0.7 -2 0.1 0.998888
-0.7 -2 0.2 0.995575
-0.7 -2 0.3 0.990126
-0.7 -2 0.4 0.982645
-0.7 -2 0.5 0.973271
-0.7 -2 0.6 0.962171
-0.7 -2 0.7 0.94953
-0.7 -2 0.8 0.935545
-0.7 -2 0.9 0.920418
-0.7 -2 1 0.904351
-0.7 -2 1.1 0.887536
-0.7 -2 1.2 0.870153
-0.7 -2 1.3 0.852372
-0.7 -2 1.4 0.83434
-0.7 -2 1.5 0.816194
-0.7 -2 1.6 0.798047
-0.7 -2 1.7 0.780001
-0.7 -2 1.8 0.762138
-0.7 -2 1.9 0.744527
-0.7 -1.9 -2 -0.711458
-0.7 -1.9 -1.9 -0.72923
-0.7 -1.9 -1.8 -0.747384
-0.7 -1.9 -1.7 -0.765867
-0.7 -1.9 -1.6 -0.784612
-0.7 -1.9 -1.5 -0.803535
-0.7 -1.9 -1.4 -0.822537
-0.7 -1.9 -1.3 -0.841497
-0.7 -1.9 -1.2 -0.860274
-0.7 -1.9 -1.1 -0.878708
-0.7 -1.9 -1 -0.896617
-0.7 -1.9 -0.9 -0.9138
-0.7 -1.9 -0.8 -0.930042
-0.7 -1.9 -0.7 -0.945117
-0.7 -1.9 -0.6 -0.958792
-0.7 -1.9 -0.5 -0.970839
-0.7 -1.9 -0.4 -0.981041
-0.7 -1.9 -0.3 -0.989202
-0.7 -1.9 -0.2 -0.995157
-0.7 -1.9 -0.1 -0.998783
-0.7 -1.9 1.77636e-15 1
-0.7 -1.9 0.1 0.998783
-0.7 -1.9 0.2 0.995157
-0.7 -1.9 0.3 0.989202
-0.7 -1.9 0.4 0.981041
-0.7 -1.9 0.5 0.970839
-0.7 -1.9 0.6 0.958792
-0.7 -1.9 0.7 0.945117
-0.7 -1.9 0.8 0.930042
-0.7 -1.9 0.9 0.9138
-0.7 -1.9 1 0.896617
-0.7 -1.9 1.1 0.878708
-0.7 -1.9 1.2 0.860274
-0.7 -1.9 1.3 0.841497
-0.7 -1.9 1.4 0.822537
-0.7 -1.9 1.5 0.803535
-0.7 -1.9 1.6 0.784612
-0.7 -1.9 1.7 0.765867
-0.7 -1.9 1.8 0.747384
-0.7 -1.9 1.9 0.72923
-0.7 -1.8 -2 -0.694648
-0.7 -1.8 -1.9 -0.712864
-0.7 -1.8 -1.8 -0.73154
-0.7 -1.8 -1.7 -0.750629
-0.7 -1.8 -1.6 -0.770068
-0.7 -1.8 -1.5 -0.789776
-0.7 -1.8 -1.4 -0.809652
-0.7 -1.8 -1.3 -0.829573
-0.7 -1.8 -1.2 -0.849394
-0.7 -1.8 -1.1 -0.868942
-0.7 -1.8 -1 -0.888022
-0.7 -1.8 -0.9 -0.906414
-0.7 -1.8 -0.8 -0.923876
-0.7 -1.8 -0.7 -0.940152
-0.7 -1.8 -0.6 -0.954977
-0.7 -1.8 -0.5 -0.968084
-0.7 -1.8 -0.4 -0.979219
-0.7 -1.8 -0.3 -0.98815
-0.7 -1.8 -0.2 -0.994681
-0.7 -1.8 -0.1 -0.998662
-0.7 -1.8 1.77636e-15 1
-0.7 -1.8 0.1 0.998662
-0.7 -1.8 0.2 0.994681
-0.7 -1.8 0.3 0.98815
-0.7 -1.8 0.4 0.979219
-0.7 -1.8 0.5 0.968084
-0.7 -1.8 0.6 0.954977
-0.7 -1.8 0.7 0.940152
-0.7 -1.8 0.8 0.923876
-0.7 -1.8 0.9 0.906414
-0.7 -1.8 1 0.888022
-0.7 -1.8 1.1 0.868942
-0.7 -1.8 1.2 0.849394
-0.7 -1.8 1.3 0.829573
-0.7 -1.8 1.4 0.809652
-0.7 -1.8 1.5 0.789776
-0.7 -1.8 1.6 0.770068
-0.7 -1.8 1.7 0.750629
-0.7 -1.8 1.8 0.73154
-0.7 -1.8 1.9 0.712864
-0.7 -1.7 -2 -0.676753
-0.7 -1.7 -1.9 -0.695376
-0.7 -1.7 -1.8 -0.714545
-0.7 -1.7 -1.7 -0.734217
-0.7 -1.7 -1.6 -0.754337
-0.7 -1.7 -1.5 -0.774826
-0.7 -1.7 -1.4 -0.795587
-0.7 -1.7 -1.3 -0.816497
-0.7 -1.7 -1.2 -0.837404
-0.7 -1.7 -1.1 -0.858128
-0.7 -1.7 -1 -0.878459
-0.7 -1.7 -0.9 -0.898155
-0.7 -1.7 -0.8 -0.916949
-0.7 -1.7 -0.7 -0.934551
-0.7 -1.7 -0.6 -0.950654
-0.7 -1.7 -0.5 -0.964951
-0.7 -1.7 -0.4 -0.97714
-0.7 -1.7 -0.3 -0.986947
-0.7 -1.7 -0.2 -0.994135
-0.7 -1.7 -0.1 -0.998524
-0.7 -1.7 1.77636e-15 1
-0.7 -1.7 0.1 0.998524
-0.7 -1.7 0.2 0.994135
-0.7 -1.7 0.3 0.986947
-0.7 -1.7 0.4 0.97714
-0.7 -1.7 0.5 0.964951
-0.7 -1.7 0.6 0.950654
-0.7 -1.7 0.7 0.934551
-0.7 -1.7 0.8 0.916949
-0.7 -1.7 0.9 0.898155
-0.7 -1.7 1 0.878459
-0.7 -1.7 1.1 0.858128
-0.7 -1.7 1.2 0.837404
-0.7 -1.7 1.3 0.816497
-0.7 -1.7 1.4 0.795587
-0.7 -1.7 1.5 0.774826
-0.7 -1.7 1.6 0.754337
-0.7 -1.7 1.7 0.734217
-0.7 -1.7 1.8 0.714545
-0.7 -1.7 1.9 0.695376
-0.7 -1.6 -2 -0.657742
-0.7 -1.6 -1.9 -0.676726
-0.7 -1.6 -1.8 -0.696345
-0.7 -1.6 -1.7 -0.716567
-0.7 -1.6 -1.6 -0.737341
-0.7 -1.6 -1.5 -0.758599
-0.7 -1.6 -1.4 -0.780245
-0.7 -1.6 -1.3 -0.80216
-0.7 -1.6 -1.2 -0.824189
-0.7 -1.6 -1.1 -0.846146
-0.7 -1.6 -1 -0.867806
-0.7 -1.6 -0.9 -0.888907
-0.7 -1.6 -0.8 -0.909152
-0.7 -1.6 -0.7 -0.928214
-0.7 -1.6 -0.6 -0.945742
-0.7 -1.6 -0.5 -0.961375
-0.7 -1.6 -0.4 -0.974759
-0.7 -1.6 -0.3 -0.985565
-0.7 -1.6 -0.2 -0.993506
-0.7 -1.6 -0.1 -0.998365
-0.7 -1.6 1.77636e-15 1
-0.7 -1.6 0.1 0.998365
-0.7 -1.6 0.2 0.993506
-0.7 -1.6 0.3 0.985565
-0.7 -1.6 0.4 0.974759
-0.7 -1.6 0.5 0.961375
-0.7 -1.6 0.6 0.945742
-0.7 -1.6 0.7 0.928214
-0.7 -1.6 0.8 0.909152
-0.7 -1.6 0.9 0.888907
-0.7 -1.6 1 0.867806
-0.7 -1.6 1.1 0.846146
-0.7 -1.6 1.2 0.824189
-0.7 -1.6 1.3 0.80216
-0.7 -1.6 1.4 0.780245
-0.7 -1.6 1.5 0.758599
-0.7 -1.6 1.6 0.737341
-0.7 -1.6 1.7 0.716567
-0.7 -1.6 1.8 0.696345
-0.7 -1.6 1.9 0.676726
-0.7 -1.5 -2 -0.637596
-0.7 -1.5 -1.9 -0.656884
-0.7 -1.5 -1.8 -0.6769
-0.7 -1.5 -1.7 -0.697623
-0.7 -1.5 -1.6 -0.719014
-0.7 -1.5 -1.5 -0.741012
-0.7 -1.5 -1.4 -0.76353
-0.7 -1.5 -1.3 -0.786454
-0.7 -1.5 -1.2 -0.809631
-0.7 -1.5 -1.1 -0.832869
-0.7 -1.5 -1 -0.855932
-0.7 -1.5 -0.9 -0.878539
-0.7 -1.5 -0.8 -0.900362
-0.7 -1.5 -0.7 -0.921031
-0.7 -1.5 -0.6 -0.940144
-0.7 -1.5 -0.5 -0.957282
-0.7 -1.5 -0.4 -0.972022
-0.7 -1.5 -0.3 -0.98397
-0.7 -1.5 -0.2 -0.99278
-0.7 -1.5 -0.1 -0.99818
-0.7 -1.5 1.77636e-15 1
-0.7 -1.5 0.1 0.99818
-0.7 -1.5 0.2 0.99278
-0.7 -1.5 0.3 0.98397
-0.7 -1.5 0.4 0.972022
-0.7 -1.5 0.5 0.957282
-0.7 -1.5 0.6 0.940144
-0.7 -1.5 0.7 0.921031
-0.7 -1.5 0.8 0.900362
-0.7 -1.5 0.9 0.878539
-0.7 -1.5 1 0.855932
-0.7 -1.5 1.1 0.832869
-0.7 -1.5 1.2 0.809631
-0.7 -1.5 1.3 0.786454
-0.7 -1.5 1.4 0.76353
-0.7 -1.5 1.5 0.741012
-0.7 -1.5 1.6 0.719014
-0.7 -1.5 1.7 0.697623
-0.7 -1.5 1.8 0.6769
-0.7 -1.5 1.9 0.656884
-0.7 -1.4 -2 -0.616316
-0.7 -1.4 -1.9 -0.635838
-0.7 -1.4 -1.8 -0.656186
-0.7 -1.4 -1.7 -0.677349
-0.7 -1.4 -1.6 -0.699301
-0.7 -1.4 -1.5 -0.721995
-0.7 -1.4 -1.4 -0.745356
-0.7 -1.4 -1.3 -0.769277
-0.7 -1.4 -1.2 -0.793612
-0.7 -1.4 -1.1 -0.818168
-0.7 -1.4 -1 -0.842701
-0.7 -1.4 -0.9 -0.86691
-0.7 -1.4 -0.8 -0.890438
-0.7 -1.4 -0.7 -0.912871
-0.7 -1.4 -0.6 -0.933748
-0.7 -1.4 -0.5 -0.952579
-0.7 -1.4 -0.4 -0.968864
-0.7 -1.4 -0.3 -0.982124
-0.7 -1.4 -0.2 -0.991935
-0.7 -1.4 -0.1 -0.997965
-0.7 -1.4 1.77636e-15 1
-0.7 -1.4 0.1 0.997965
-0.7 -1.4 0.2 0.991935
-0.7 -1.4 0.3 0.982124
-0.7 -1.4 0.4 0.968864
-0.7 -1.4 0.5 0.952579
-0.7 -1.4 0.6 0.933748
-0.7 -1.4 0.7 0.912871
-0.7 -1.4 0.8 0.890438
-0.7 -1.4 0.9 0.86691
-0.7 -1.4 1 0.842701
-0.7 -1.4 1.1 0.818168
-0.7 -1.4 1.2 0.793612
-0.7 -1.4 1.3 0.769277
-0.7 -1.4 1.4 0.745356
-0.7 -1.4 1.5 0.721995
-0.7 -1.4 1.6 0.699301
-0.7 -1.4 1.7 0.677349
-0.7 -1.4 1.8 0.656186
-0.7 -1.4 1.9 0.635838
-0.7 -1.3 -2 -0.593928
-0.7 -1.3 -1.9 -0.613605
-0.7 -1.3 -1.8 -0.634203
-0.7 -1.3 -1.7 -0.655729
-0.7 -1.3 -1.6 -0.678171
-0.7 -1.3 -1.5 -0.701498
-0.7 -1.3 -1.4 -0.725651
-0.7 -1.3 -1.3 -0.750538
-0.7 -1.3 -1.2 -0.776022
-0.7 -1.3 -1.1 -0.801915
-0.7 -1.3 -1 -0.82797
-0.7 -1.3 -0.9 -0.853872
-0.7 -1.3 -0.8 -0.879232
-0.7 -1.3 -0.7 -0.903592
-0.7 -1.3 -0.6 -0.926427
-0.7 -1.3 -0.5 -0.947164
-0.7 -1.3 -0.4 -0.965207
-0.7 -1.3 -0.3 -0.979976
-0.7 -1.3 -0.2 -0.99095
-0.7 -1.3 -0.1 -0.997714
-0.7 -1.3 1.77636e-15 1
-0.7 -1.3 0.1 0.997714
-0.7 -1.3 0.2 0.99095
-0.7 -1.3 0.3 0.979976
