x y z value
0.5 -0.5 0.6 0.762493
0.5 -0.5 0.7 0.710669
0.5 -0.5 0.8 0.662266
0.5 -0.5 0.9 0.617802
0.5 -0.5 1 0.57735
0.5 -0.5 1.1 0.540738
0.5 -0.5 1.2 0.507673
0.5 -0.5 1.3 0.477818
0.5 -0.5 1.4 0.450835
0.5 -0.5 1.5 0.426401
0.5 -0.5 1.6 0.404226
0.5 -0.5 1.7 0.384048
0.5 -0.5 1.8 0.365636
0.5 -0.5 1.9 0.34879
0.5 -0.4 -2 -0.304911
0.5 -0.4 -1.9 -0.319359
0.5 -0.4 -1.8 -0.335155
0.5 -0.4 -1.7 -0.35248
0.5 -0.4 -1.6 -0.371547
0.5 -0.4 -1.5 -0.392601
0.5 -0.4 -1.4 -0.415928
0.5 -0.4 -1.3 -0.441858
0.5 -0.4 -1.2 -0.470767
0.5 -0.4 -1.1 -0.503077
0.5 -0.4 -1 -0.53924
0.5 -0.4 -0.9 -0.579712
0.5 -0.4 -0.8 -0.624881
0.5 -0.4 -0.7 -0.674949
0.5 -0.4 -0.6 -0.729704
0.5 -0.4 -0.5 -0.78817
0.5 -0.4 -0.4 -0.848115
0.5 -0.4 -0.3 -0.905539
0.5 -0.4 -0.2 -0.954521
0.5 -0.4 -0.1 -0.988024
0.5 -0.4 1.77636e-15 1
0.5 -0.4 0.1 0.988024
0.5 -0.4 0.2 0.954521
0.5 -0.4 0.3 0.905539
0.5 -0.4 0.4 0.848115
0.5 -0.4 0.5 0.78817
0.5 -0.4 0.6 0.729704
0.5 -0.4 0.7 0.674949
0.5 -0.4 0.8 0.624881
0.5 -0.4 0.9 0.579712
0.5 -0.4 1 0.53924
0.5 -0.4 1.1 0.503077
0.5 -0.4 1.2 0.470767
0.5 -0.4 1.3 0.441858
0.5 -0.4 1.4 0.415928
0.5 -0.4 1.5 0.392601
0.5 -0.4 1.6 0.371547
0.5 -0.4 1.7 0.35248
0.5 -0.4 1.8 0.335155
0.5 -0.4 1.9 0.319359
0.5 -0.3 -2 -0.279895
0.5 -0.3 -1.9 -0.293387
0.5 -0.3 -1.8 -0.308175
0.5 -0.3 -1.7 -0.324443
0.5 -0.3 -1.6 -0.342405
0.5 -0.3 -1.5 -0.362318
0.5 -0.3 -1.4 -0.384482
0.5 -0.3 -1.3 -0.409253
0.5 -0.3 -1.2 -0.437048
0.5 -0.3 -1.1 -0.468353
0.5 -0.3 -1 -0.503718
0.5 -0.3 -0.9 -0.543739
0.5 -0.3 -0.8 -0.589015
0.5 -0.3 -0.7 -0.64003
0.5 -0.3 -0.6 -0.696932
0.5 -0.3 -0.5 -0.759125
0.5 -0.3 -0.4 -0.824621
0.5 -0.3 -0.3 -0.889212
0.5 -0.3 -0.2 -0.945905
0.5 -0.3 -0.1 -0.985611
0.5 -0.3 1.77636e-15 1
0.5 -0.3 0.1 0.985611
0.5 -0.3 0.2 0.945905
0.5 -0.3 0.3 0.889212
0.5 -0.3 0.4 0.824621
0.5 -0.3 0.5 0.759125
0.5 -0.3 0.6 0.696932
0.5 -0.3 0.7 0.64003
0.5 -0.3 0.8 0.589015
0.5 -0.3 0.9 0.543739
0.5 -0.3 1 0.503718
0.5 -0.3 1.1 0.468353
0.5 -0.3 1.2 0.437048
0.5 -0.3 1.3 0.409253
0.5 -0.3 1.4 0.384482
0.5 -0.3 1.5 0.362318
0.5 -0.3 1.6 0.342405
0.5 -0.3 1.7 0.324443
0.5 -0.3 1.8 0.308175
0.5 -0.3 1.9 0.293387
0.5 -0.2 -2 -0.259998
0.5 -0.2 -1.9 -0.272688
0.5 -0.2 -1.8 -0.286623
0.5 -0.2 -1.7 -0.301985
0.5 -0.2 -1.6 -0.31899
0.5 -0.2 -1.5 -0.337895
0.5 -0.2 -1.4 -0.359011
0.5 -0.2 -1.3 -0.382707
0.5 -0.2 -1.2 -0.409426
0.5 -0.2 -1.1 -0.439697
0.5 -0.2 -1 -0.474137
0.5 -0.2 -0.9 -0.513455
0.5 -0.2 -0.8 -0.558416
0.5 -0.2 -0.7 -0.60975
0.5 -0.2 -0.6 -0.667947
0.5 -0.2 -0.5 -0.732828
0.5 -0.2 -0.4 -0.802773
0.5 -0.2 -0.3 -0.873589
0.5 -0.2 -0.2 -0.937437
0.5 -0.2 -0.1 -0.983192
0.5 -0.2 1.77636e-15 1
0.5 -0.2 0.1 0.983192
0.5 -0.2 0.2 0.937437
0.5 -0.2 0.3 0.873589
0.5 -0.2 0.4 0.802773
0.5 -0.2 0.5 0.732828
0.5 -0.2 0.6 0.667947
0.5 -0.2 0.7 0.60975
0.5 -0.2 0.8 0.558416
0.5 -0.2 0.9 0.513455
0.5 -0.2 1 0.474137
0.5 -0.2 1.1 0.439697
0.5 -0.2 1.2 0.409426
0.5 -0.2 1.3 0.382707
0.5 -0.2 1.4 0.359011
0.5 -0.2 1.5 0.337895
0.5 -0.2 1.6 0.31899
0.5 -0.2 1.7 0.301985
0.5 -0.2 1.8 0.286623
0.5 -0.2 1.9 0.272688
0.5 -0.1 -2 -0.247048
0.5 -0.1 -1.9 -0.259198
0.5 -0.1 -1.8 -0.272554
0.5 -0.1 -1.7 -0.287297
0.5 -0.1 -1.6 -0.303642
0.5 -0.1 -1.5 -0.321847
0.5 -0.1 -1.4 -0.342224
0.5 -0.1 -1.3 -0.365148
0.5 -0.1 -1.2 -0.391077
0.5 -0.1 -1.1 -0.42056
0.5 -0.1 -1 -0.454257
0.5 -0.1 -0.9 -0.492941
0.5 -0.1 -0.8 -0.537484
0.5 -0.1 -0.7 -0.588784
0.5 -0.1 -0.6 -0.647576
0.5 -0.1 -0.5 -0.714006
0.5 -0.1 -0.4 -0.786796
0.5 -0.1 -0.3 -0.861892
0.5 -0.1 -0.2 -0.930949
0.5 -0.1 -0.1 -0.981307
0.5 -0.1 1.77636e-15 1
0.5 -0.1 0.1 0.981307
0.5 -0.1 0.2 0.930949
0.5 -0.1 0.3 0.861892
0.5 -0.1 0.4 0.786796
0.5 -0.1 0.5 0.714006
0.5 -0.1 0.6 0.647576
0.5 -0.1 0.7 0.588784
0.5 -0.1 0.8 0.537484
0.5 -0.1 0.9 0.492941
0.5 -0.1 1 0.454257
0.5 -0.1 1.1 0.42056
0.5 -0.1 1.2 0.391077
0.5 -0.1 1.3 0.365148
0.5 -0.1 1.4 0.342224
0.5 -0.1 1.5 0.321847
0.5 -0.1 1.6 0.303642
0.5 -0.1 1.7 0.287297
0.5 -0.1 1.8 0.272554
0.5 -0.1 1.9 0.259198
0.5 1.77636e-15 -2 -0.242536
0.5 1.77636e-15 -1.9 -0.254493
0.5 1.77636e-15 -1.8 -0.267644
0.5 1.77636e-15 -1.7 -0.282166
0.5 1.77636e-15 -1.6 -0.298275
0.5 1.77636e-15 -1.5 -0.316228
0.5 1.77636e-15 -1.4 -0.336336
0.5 1.77636e-15 -1.3 -0.358979
0.5 1.77636e-15 -1.2 -0.384615
0.5 1.77636e-15 -1.1 -0.413803
0.5 1.77636e-15 -1 -0.447214
0.5 1.77636e-15 -0.9 -0.485643
0.5 1.77636e-15 -0.8 -0.529999
0.5 1.77636e-15 -0.7 -0.581238
0.5 1.77636e-15 -0.6 -0.640184
0.5 1.77636e-15 -0.5 -0.707107
0.5 1.77636e-15 -0.4 -0.780869
0.5 1.77636e-15 -0.3 -0.857493
0.5 1.77636e-15 -0.2 -0.928477
0.5 1.77636e-15 -0.1 -0.980581
0.5 1.77636e-15 1.77636e-15 1
0.5 1.77636e-15 0.1 0.980581
0.5 1.77636e-15 0.2 0.928477
0.5 1.77636e-15 0.3 0.857493
0.5 1.77636e-15 0.4 0.780869
0.5 1.77636e-15 0.5 0.707107
0.5 1.77636e-15 0.6 0.640184
0.5 1.77636e-15 0.7 0.581238
0.5 1.77636e-15 0.8 0.529999
0.5 1.77636e-15 0.9 0.485643
0.5 1.77636e-15 1 0.447214
0.5 1.77636e-15 1.1 0.413803
0.5 1.77636e-15 1.2 0.384615
0.5 1.77636e-15 1.3 0.358979
0.5 1.77636e-15 1.4 0.336336
0.5 1.77636e-15 1.5 0.316228
0.5 1.77636e-15 1.6 0.298275
0.5 1.77636e-15 1.7 0.282166
0.5 1.77636e-15 1.8 0.267644
0.5 1.77636e-15 1.9 0.254493
0.5 0.1 -2 -0.247048
0.5 0.1 -1.9 -0.259198
0.5 0.1 -1.8 -0.272554
0.5 0.1 -1.7 -0.287297
0.5 0.1 -1.6 -0.303642
0.5 0.1 -1.5 -0.321847
0.5 0.1 -1.4 -0.342224
0.5 0.1 -1.3 -0.365148
0.5 0.1 -1.2 -0.391077
0.5 0.1 -1.1 -0.42056
0.5 0.1 -1 -0.454257
0.5 0.1 -0.9 -0.492941
0.5 0.1 -0.8 -0.537484
0.5 0.1 -0.7 -0.588784
0.5 0.1 -0.6 -0.647576
0.5 0.1 -0.5 -0.714006
0.5 0.1 -0.4 -0.786796
0.5 0.1 -0.3 -0.861892
0.5 0.1 -0.2 -0.930949
0.5 0.1 -0.1 -0.981307
0.5 0.1 1.77636e-15 1
0.5 0.1 0.1 0.981307
0.5 0.1 0.2 0.930949
0.5 0.1 0.3 0.861892
0.5 0.1 0.4 0.786796
0.5 0.1 0.5 0.714006
0.5 0.1 0.6 0.647576
0.5 0.1 0.7 0.588784
0.5 0.1 0.8 0.537484
0.5 0.1 0.9 0.492941
0.5 0.1 1 0.454257
0.5 0.1 1.1 0.42056
0.5 0.1 1.2 0.391077
0.5 0.1 1.3 0.365148
0.5 0.1 1.4 0.342224
0.5 0.1 1.5 0.321847
0.5 0.1 1.6 0.303642
0.5 0.1 1.7 0.287297
0.5 0.1 1.8 0.272554
0.5 0.1 1.9 0.259198
0.5 0.2 -2 -0.259998
0.5 0.2 -1.9 -0.272688
0.5 0.2 -1.8 -0.286623
0.5 0.2 -1.7 -0.301985
0.5 0.2 -1.6 -0.31899
0.5 0.2 -1.5 -0.337895
0.5 0.2 -1.4 -0.359011
0.5 0.2 -1.3 -0.382707
0.5 0.2 -1.2 -0.409426
0.5 0.2 -1.1 -0.439697
0.5 0.2 -1 -0.474137
0.5 0.2 -0.9 -0.513455
0.5 0.2 -0.8 -0.558416
0.5 0.2 -0.7 -0.60975
0.5 0.2 -0.6 -0.667947
0.5 0.2 -0.5 -0.732828
0.5 0.2 -0.4 -0.802773
0.5 0.2 -0.3 -0.873589
0.5 0.2 -0.2 -0.937437
0.5 0.2 -0.1 -0.983192
0.5 0.2 1.77636e-15 1
0.5 0.2 0.1 0.983192
0.5 0.2 0.2 0.937437
0.5 0.2 0.3 0.873589
0.5 0.2 0.4 0.802773
0.5 0.2 0.5 0.732828
0.5 0.2 0.6 0.667947
0.5 0.2 0.7 0.60975
0.5 0.2 0.8 0.558416
0.5 0.2 0.9 0.513455
0.5 0.2 1 0.474137
0.5 0.2 1.1 0.439697
0.5 0.2 1.2 0.409426
0.5 0.2 1.3 0.382707
0.5 0.2 1.4 0.359011
0.5 0.2 1.5 0.337895
0.5 0.2 1.6 0.31899
0.5 0.2 1.7 0.301985
0.5 0.2 1.8 0.286623
0.5 0.2 1.9 0.272688
0.5 0.3 -2 -0.279895
0.5 0.3 -1.9 -0.293387
0.5 0.3 -1.8 -0.308175
0.5 0.3 -1.7 -0.324443
0.5 0.3 -1.6 -0.342405
0.5 0.3 -1.5 -0.362318
0.5 0.3 -1.4 -0.384482
0.5 0.3 -1.3 -0.409253
0.5 0.3 -1.2 -0.437048
0.5 0.3 -1.1 -0.468353
0.5 0.3 -1 -0.503718
0.5 0.3 -0.9 -0.543739
0.5 0.3 -0.8 -0.589015
0.5 0.3 -0.7 -0.64003
0.5 0.3 -0.6 -0.696932
0.5 0.3 -0.5 -0.759125
0.5 0.3 -0.4 -0.824621
0.5 0.3 -0.3 -0.889212
0.5 0.3 -0.2 -0.945905
0.5 0.3 -0.1 -0.985611
0.5 0.3 1.77636e-15 1
0.5 0.3 0.1 0.985611
0.5 0.3 0.2 0.945905
0.5 0.3 0.3 0.889212
0.5 0.3 0.4 0.824621
0.5 0.3 0.5 0.759125
0.5 0.3 0.6 0.696932
0.5 0.3 0.7 0.64003
0.5 0.3 0.8 0.589015
0.5 0.3 0.9 0.543739
0.5 0.3 1 0.503718
0.5 0.3 1.1 0.468353
0.5 0.3 1.2 0.437048
0.5 0.3 1.3 0.409253
0.5 0.3 1.4 0.384482
0.5 0.3 1.5 0.362318
0.5 0.3 1.6 0.342405
0.5 0.3 1.7 0.324443
0.5 0.3 1.8 0.308175
0.5 0.3 1.9 0.293387
0.5 0.4 -2 -0.304911
0.5 0.4 -1.9 -0.319359
0.5 0.4 -1.8 -0.335155
0.5 0.4 -1.7 -0.35248
0.5 0.4 -1.6 -0.371547
0.5 0.4 -1.5 -0.392601
0.5 0.4 -1.4 -0.415928
0.5 0.4 -1.3 -0.441858
0.5 0.4 -1.2 -0.470767
0.5 0.4 -1.1 -0.503077
0.5 0.4 -1 -0.53924
0.5 0.4 -0.9 -0.579712
0.5 0.4 -0.8 -0.624881
0.5 0.4 -0.7 -0.674949
0.5 0.4 -0.6 -0.729704
0.5 0.4 -0.5 -0.78817
0.5 0.4 -0.4 -0.848115
0.5 0.4 -0.3 -0.905539
0.5 0.4 -0.2 -0.954521
0.5 0.4 -0.1 -0.988024
0.5 0.4 1.77636e-15 1
0.5 0.4 0.1 0.988024
0.5 0.4 0.2 0.954521
0.5 0.4 0.3 0.905539
0.5 0.4 0.4 0.848115
0.5 0.4 0.5 0.78817
0.5 0.4 0.6 0.729704
0.5 0.4 0.7 0.674949
0.5 0.4 0.8 0.624881
0.5 0.4 0.9 0.579712
0.5 0.4 1 0.53924
0.5 0.4 1.1 0.503077
0.5 0.4 1.2 0.470767
0.5 0.4 1.3 0.441858
0.5 0.4 1.4 0.415928
0.5 0.4 1.5 0.392601
0.5 0.4 1.6 0.371547
0.5 0.4 1.7 0.35248
0.5 0.4 1.8 0.335155
0.5 0.4 1.9 0.319359
0.5 0.5 -2 -0.333333
0.5 0.5 -1.9 -0.34879
0.5 0.5 -1.8 -0.365636
0.5 0.5 -1.7 -0.384048
0.5 0.5 -1.6 -0.404226
0.5 0.5 -1.5 -0.426401
0.5 0.5 -1.4 -0.450835
0.5 0.5 -1.3 -0.477818
0.5 0.5 -1.2 -0.507673
0.5 0.5 -1.1 -0.540738
0.5 0.5 -1 -0.57735
0.5 0.5 -0.9 -0.617802
0.5 0.5 -0.8 -0.662266
0.5 0.5 -0.7 -0.710669
0.5 0.5 -0.6 -0.762493
0.5 0.5 -0.5 -0.816497
0.5 0.5 -0.4 -0.870388
0.5 0.5 -0.3 -0.920575
0.5 0.5 -0.2 -0.96225
0.5 0.5 -0.1 -0.990148
0.5 0.5 1.77636e-15 1
0.5 0.5 0.1 0.990148
0.5 0.5 0.2 0.96225
0.5 0.5 0.3 0.920575
0.5 0.5 0.4 0.870388
0.5 0.5 0.5 0.816497
0.5 0.5 0.6 0.762493
0.5 0.5 0.7 0.710669
0.5 0.5 0.8 0.662266
0.5 0.5 0.9 0.617802
0.5 0.5 1 0.57735
0.5 0.5 1.1 0.540738
0.5 0.5 1.2 0.507673
0.5 0.5 1.3 0.477818
0.5 0.5 1.4 0.450835
0.5 0.5 1.5 0.426401
0.5 0.5 1.6 0.404226
0.5 0.5 1.7 0.384048
0.5 0.5 1.8 0.365636
0.5 0.5 1.9 0.34879
0.5 0.6 -2 -0.36376
0.5 0.6 -1.9 -0.380197
0.5 0.6 -1.8 -0.398047
0.5 0.6 -1.7 -0.417475
0.5 0.6 -1.6 -0.438667
0.5 0.6 -1.5 -0.46183
0.5 0.6 -1.4 -0.48719
0.5 0.6 -1.3 -0.514993
0.5 0.6 -1.2 -0.545491
0.5 0.6 -1.1 -0.578934
0.5 0.6 -1 -0.615534
0.5 0.6 -0.9 -0.655422
0.5 0.6 -0.8 -0.69857
0.5 0.6 -0.7 -0.744678
0.5 0.6 -0.6 -0.793011
0.5 0.6 -0.5 -0.842201
0.5 0.6 -0.4 -0.890061
0.5 0.6 -0.3 -0.933503
0.5 0.6 -0.2 -0.968742
0.5 0.6 -0.1 -0.991903
0.5 0.6 1.77636e-15 1
0.5 0.6 0.1 0.991903
0.5 0.6 0.2 0.968742
0.5 0.6 0.3 0.933503
0.5 0.6 0.4 0.890061
0.5 0.6 0.5 0.842201
0.5 0.6 0.6 0.793011
0.5 0.6 0.7 0.744678
0.5 0.6 0.8 0.69857
0.5 0.6 0.9 0.655422
0.5 0.6 1 0.615534
0.5 0.6 1.1 0.578934
0.5 0.6 1.2 0.545491
0.5 0.6 1.3 0.514993
0.5 0.6 1.4 0.48719
0.5 0.6 1.5 0.46183
0.5 0.6 1.6 0.438667
0.5 0.6 1.7 0.417475
0.5 0.6 1.8 0.398047
0.5 0.6 1.9 0.380197
0.5 0.7 -2 -0.395118
0.5 0.7 -1.9 -0.41245
0.5 0.7 -1.8 -0.431196
0.5 0.7 -1.7 -0.451505
0.5 0.7 -1.6 -0.473542
0.5 0.7 -1.5 -0.497485
0.5 0.7 -1.4 -0.523521
0.5 0.7 -1.3 -0.551839
0.5 0.7 -1.2 -0.582623
0.5 0.7 -1.1 -0.616025
0.5 0.7 -1 -0.652141
0.5 0.7 -0.9 -0.690955
0.5 0.7 -0.8 -0.732279
0.5 0.7 -0.7 -0.775646
0.5 0.7 -0.6 -0.8202
0.5 0.7 -0.5 -0.864566
0.5 0.7 -0.4 -0.906765
0.5 0.7 -0.3 -0.944228
0.5 0.7 -0.2 -0.974022
0.5 0.7 -0.1 -0.993311
0.5 0.7 1.77636e-15 1
0.5 0.7 0.1 0.993311
0.5 0.7 0.2 0.974022
0.5 0.7 0.3 0.944228
0.5 0.7 0.4 0.906765
0.5 0.7 0.5 0.864566
0.5 0.7 0.6 0.8202
0.5 0.7 0.7 0.775646
0.5 0.7 0.8 0.732279
0.5 0.7 0.9 0.690955
0.5 0.7 1 0.652141
0.5 0.7 1.1 0.616025
0.5 0.7 1.2 0.582623
0.5 0.7 1.3 0.551839
0.5 0.7 1.4 0.523521
0.5 0.7 1.5 0.497485
0.5 0.7 1.6 0.473542
0.5 0.7 1.7 0.451505
0.5 0.7 1.8 0.431196
0.5 0.7 1.9 0.41245
0.5 0.8 -2 -0.426619
0.5 0.8 -1.9 -0.444722
0.5 0.8 -1.8 -0.464216
0.5 0.8 -1.7 -0.485232
0.5 0.8 -1.6 -0.507908
0.5 0.8 -1.5 -0.53239
0.5 0.8 -1.4 -0.558821
0.5 0.8 -1.3 -0.587334
0.5 0.8 -1.2 -0.618041
0.5 0.8 -1.1 -0.651007
0.5 0.8 -1 -0.686221
0.5 0.8 -0.9 -0.723553
0.5 0.8 -0.8 -0.762692
0.5 0.8 -0.7 -0.803074
0.5 0.8 -0.6 -0.843801
0.5 0.8 -0.5 -0.883573
0.5 0.8 -0.4 -0.920662
0.5 0.8 -0.3 -0.952976
0.5 0.8 -0.2 -0.978258
0.5 0.8 -0.1 -0.994429
0.5 0.8 1.77636e-15 1
0.5 0.8 0.1 0.994429
0.5 0.8 0.2 0.978258
0.5 0.8 0.3 0.952976
0.5 0.8 0.4 0.920662
0.5 0.8 0.5 0.883573
0.5 0.8 0.6 0.843801
0.5 0.8 0.7 0.803074
0.5 0.8 0.8 0.762692
0.5 0.8 0.9 0.723553
0.5 0.8 1 0.686221
0.5 0.8 1.1 0.651007
0.5 0.8 1.2 0.618041
0.5 0.8 1.3 0.587334
0.5 0.8 1.4 0.558821
0.5 0.8 1.5 0.53239
0.5 0.8 1.6 0.507908
0.5 0.8 1.7 0.485232
0.5 0.8 1.8 0.464216
0.5 0.8 1.9 0.444722
0.5 0.9 -2 -0.457697
0.5 0.9 -1.9 -0.476425
0.5 0.9 -1.8 -0.496499
0.5 0.9 -1.7 -0.518029
0.5 0.9 -1.6 -0.541126
0.5 0.9 -1.5 -0.565899
0.5 0.9 -1.4 -0.592447
0.5 0.9 -1.3 -0.62085
0.5 0.9 -1.2 -0.651153
0.5 0.9 -1.1 -0.683345
0.5 0.9 -1 -0.717331
0.5 0.9 -0.9 -0.752891
0.5 0.9 -0.8 -0.789639
0.5 0.9 -0.7 -0.826965
0.5 0.9 -0.6 -0.86399
0.5 0.9 -0.5 -0.899533
0.5 0.9 -0.4 -0.932123
0.5 0.9 -0.3 -0.960072
0.5 0.9 -0.2 -0.98165
0.5 0.9 -0.1 -0.995316
0.5 0.9 1.77636e-15 1
0.5 0.9 0.1 0.995316
0.5 0.9 0.2 0.98165
0.5 0.9 0.3 0.960072
0.5 0.9 0.4 0.932123
0.5 0.9 0.5 0.899533
0.5 0.9 0.6 0.86399
0.5 0.9 0.7 0.826965
0.5 0.9 0.8 0.789639
0.5 0.9 0.9 0.752891
0.5 0.9 1 0.717331
0.5 0.9 1.1 0.683345
0.5 0.9 1.2 0.651153
0.5 0.9 1.3 0.62085
0.5 0.9 1.4 0.592447
0.5 0.9 1.5 0.565899
0.5 0.9 1.6 0.541126
0.5 0.9 1.7 0.518029
0.5 0.9 1.8 0.496499
0.5 0.9 1.9 0.476425
0.5 1 -2 -0.48795
0.5 1 -1.9 -0.507151
0.5 1 -1.8 -0.527633
0.5 1 -1.7 -0.549484
0.5 1 -1.6 -0.572786
0.5 1 -1.5 -0.597614
0.5 1 -1.4 -0.624026
0.5 1 -1.3 -0.652051
0.5 1 -1.2 -0.681677
0.5 1 -1.1 -0.712832
0.5 1 -1 -0.745356
0.5 1 -0.9 -0.778971
0.5 1 -0.8 -0.81325
0.5 1 -0.7 -0.847579
0.5 1 -0.6 -0.881134
0.5 1 -0.5 -0.912871
0.5 1 -0.4 -0.941554
0.5 1 -0.3 -0.965834
0.5 1 -0.2 -0.984374
0.5 1 -0.1 -0.996024
0.5 1 1.77636e-15 1
0.5 1 0.1 0.996024
0.5 1 0.2 0.984374
0.5 1 0.3 0.965834
0.5 1 0.4 0.941554
0.5 1 0.5 0.912871
0.5 1 0.6 0.881134
0.5 1 0.7 0.847579
0.5 1 0.8 0.81325
0.5 1 0.9 0.778971
0.5 1 1 0.745356
0.5 1 1.1 0.712832
0.5 1 1.2 0.681677
0.5 1 1.3 0.652051
0.5 1 1.4 0.624026
0.5 1 1.5 0.597614
0.5 1 1.6 0.572786
0.5 1 1.7 0.549484
0.5 1 1.8 0.527633
0.5 1 1.9 0.507151
0.5 1.1 -2 -0.517107
0.5 1.1 -1.9 -0.536627
0.5 1.1 -1.8 -0.557349
0.5 1.1 -1.7 -0.579338
0.5 1.1 -1.6 -0.602648
0.5 1.1 -1.5 -0.62732
0.5 1.1 -1.4 -0.653376
0.5 1.1 -1.3 -0.680803
0.5 1.1 -1.2 -0.709541
0.5 1.1 -1.1 -0.73947
0.5 1.1 -1 -0.770387
0.5 1.1 -0.9 -0.80198
0.5 1.1 -0.8 -0.833809
0.5 1.1 -0.7 -0.865285
0.5 1.1 -0.6 -0.895655
0.5 1.1 -0.5 -0.924014
0.5 1.1 -0.4 -0.949334
0.5 1.1 -0.3 -0.970534
0.5 1.1 -0.2 -0.986577
0.5 1.1 -0.1 -0.996593
0.5 1.1 1.77636e-15 1
0.5 1.1 0.1 0.996593
0.5 1.1 0.2 0.986577
0.5 1.1 0.3 0.970534
0.5 1.1 0.4 0.949334
0.5 1.1 0.5 0.924014
0.5 1.1 0.6 0.895655
0.5 1.1 0.7 0.865285
0.5 1.1 0.8 0.833809
0.5 1.1 0.9 0.80198
0.5 1.1 1 0.770387
0.5 1.1 1.1 0.73947
0.5 1.1 1.2 0.709541
0.5 1.1 1.3 0.680803
0.5 1.1 1.4 0.653376
0.5 1.1 1.5 0.62732
0.5 1.1 1.6 0.602648
0.5 1.1 1.7 0.579338
0.5 1.1 1.8 0.557349
0.5 1.1 1.9 0.536627
0.5 1.2 -2 -0.544988
0.5 1.2 -1.9 -0.564684
0.5 1.2 -1.8 -0.585491
0.5 1.2 -1.7 -0.60745
0.5 1.2 -1.6 -0.630593
0.5 1.2 -1.5 -0.654931
0.5 1.2 -1.4 -0.680451
0.5 1.2 -1.3 -0.707107
0.5 1.2 -1.2 -0.734803
0.5 1.2 -1.1 -0.763386
0.5 1.2 -1 -0.792624
0.5 1.2 -0.9 -0.822192
0.5 1.2 -0.8 -0.851658
0.5 1.2 -0.7 -0.880471
0.5 1.2 -0.6 -0.907959
0.5 1.2 -0.5 -0.933346
0.5 1.2 -0.4 -0.955779
0.5 1.2 -0.3 -0.974391
0.5 1.2 -0.2 -0.988372
0.5 1.2 -0.1 -0.997054
0.5 1.2 1.77636e-15 1
0.5 1.2 0.1 0.997054
0.5 1.2 0.2 0.988372
0.5 1.2 0.3 0.974391
0.5 1.2 0.4 0.955779
0.5 1.2 0.5 0.933346
0.5 1.2 0.6 0.907959
0.5 1.2 0.7 0.880471
0.5 1.2 0.8 0.851658
0.5 1.2 0.9 0.822192
0.5 1.2 1 0.792624
0.5 1.2 1.1 0.763386
0.5 1.2 1.2 0.734803
0.5 1.2 1.3 0.707107
0.5 1.2 1.4 0.680451
0.5 1.2 1.5 0.654931
0.5 1.2 1.6 0.630593
0.5 1.2 1.7 0.60745
0.5 1.2 1.8 0.585491
0.5 1.2 1.9 0.564684
0.5 1.3 -2 -0.571489
0.5 1.3 -1.9 -0.591227
0.5 1.3 -1.8 -0.611978
0.5 1.3 -1.7 -0.633764
0.5 1.3 -1.6 -0.656591
0.5 1.3 -1.5 -0.680446
0.5 1.3 -1.4 -0.705291
0.5 1.3 -1.3 -0.731051
0.5 1.3 -1.2 -0.757604
0.5 1.3 -1.1 -0.784776
0.5 1.3 -1 -0.81232
0.5 1.3 -0.9 -0.839913
0.5 1.3 -0.8 -0.867144
0.5 1.3 -0.7 -0.893507
0.5 1.3 -0.6 -0.918411
0.5 1.3 -0.5 -0.941193
0.5 1.3 -0.4 -0.96115
0.5 1.3 -0.3 -0.977581
0.5 1.3 -0.2 -0.989847
0.5 1.3 -0.1 -0.997433
0.5 1.3 1.77636e-15 1
0.5 1.3 0.1 0.997433
0.5 1.3 0.2 0.989847
0.5 1.3 0.3 0.977581
0.5 1.3 0.4 0.96115
0.5 1.3 0.5 0.941193
0.5 1.3 0.6 0.918411
0.5 1.3 0.7 0.893507
0.5 1.3 0.8 0.867144
0.5 1.3 0.9 0.839913
0.5 1.3 1 0.81232
0.5 1.3 1.1 0.784776
0.5 1.3 1.2 0.757604
0.5 1.3 1.3 0.731051
0.5 1.3 1.4 0.705291
0.5 1.3 1.5 0.680446
0.5 1.3 1.6 0.656591
0.5 1.3 1.7 0.633764
0.5 1.3 1.8 0.611978
0.5 1.3 1.9 0.591227
0.5 1.4 -2 -0.596555
0.5 1.4 -1.9 -0.616218
0.5 1.4 -1.8 -0.636792
0.5 1.4 -1.7 -0.658281
0.5 1.4 -1.6 -0.680671
0.5 1.4 -1.5 -0.703929
0.5 1.4 -1.4 -0.727995
0.5 1.4 -1.3 -0.752773
0.5 1.4 -1.2 -0.778126
0.5 1.4 -1.1 -0.803865
0.5 1.4 -1 -0.829743
0.5 1.4 -0.9 -0.855446
0.5 1.4 -0.8 -0.88059
0.5 1.4 -0.7 -0.90472
0.5 1.4 -0.6 -0.92732
0.5 1.4 -0.5 -0.947826
0.5 1.4 -0.4 -0.965655
0.5 1.4 -0.3 -0.98024
0.5 1.4 -0.2 -0.991071
0.5 1.4 -0.1 -0.997745
0.5 1.4 1.77636e-15 1
0.5 1.4 0.1 0.997745
0.5 1.4 0.2 0.991071
0.5 1.4 0.3 0.98024
0.5 1.4 0.4 0.965655
0.5 1.4 0.5 0.947826
0.5 1.4 0.6 0.92732
0.5 1.4 0.7 0.90472
0.5 1.4 0.8 0.88059
0.5 1.4 0.9 0.855446
0.5 1.4 1 0.829743
0.5 1.4 1.1 0.803865
0.5 1.4 1.2 0.778126
0.5 1.4 1.3 0.752773
0.5 1.4 1.4 0.727995
